medallion,pickuptime,dropofftime,passengers,pickupx,pickupy,dropoffx,dropoffy,fare,paymenttype,surcharge,mtatax,tip,tolls,total,nextpickuptime,key,trippolyline,nextpolyline
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 8:54,2/6/13 9:09,1,-73.959244,40.77739,-73.978508,40.757248,11.5,CRD,0,0.5,2.4,0,14.4,2/6/13 9:15,10,}i{wFzdlbMtA~@~BzAdC`BhCdB|BzA|BzA~BzA~BzA|B|AfCbB??}BlHgBpF_@lA??hC~A|@j@~@n@bBhAVPzBxA|BxA`@XxAbA|BzA|BzA|BvAzBzAzB|AxBzAxBvA`CzAhCdBdC`BzBxAzB`B|BxAzBxA|BxAzBxAv@f@RLp@b@|B|A|BvA??qGhS??{ByA??fDoKhAmDFQ,wlwwF~{obMTw@??|BvA|BzAzBzA??sExNKZUr@Yx@??oBmA
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 9:15,2/6/13 9:22,1,-73.982323,40.757339,-73.970818,40.758965,6.5,CSH,0,0.5,0,0,7,2/6/13 9:34,11,ilwwFltpbMKI_CyA{ByA{B}A{ByAaC{AyByA_CyAyB_B??lG_ShCeIxAwEd@wANe@lBiG,iwwwF`lnbMNe@dBqF`@oA??{ByA}ByAeCaBiCaBYSaBgASOi@]i@]SO}BwA}B}A{BuA}B_B{B}AgBiAUO{B{A}ByA{B}A}BwA{B}AiCeBgC_B_CyA{B_B_C{A}B}A_C}AgCeBiC}A}B{A_C}A}B{A}B}A}B}AiCeBeCaB}B{A_CuA_C{A{B{AeBmA
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 9:34,2/6/13 9:38,1,-73.951218,40.782509,-73.957352,40.777077,5,CSH,0,0.5,0,0,5.5,2/6/13 9:42,12,yi|wFlrjbMSM}B}A??gC`I??|BzAxBxA~B|A|BxA|BzA|BxAzAdAFD`@TfCdB~B|A|BzA|AbA,wg{wFlxkbM`@V??dC_I??}B{A}B}A}B}AiCeBeCaB}B{A_CuA??eC|HaCrHMb@??lAv@
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 9:42,2/6/13 10:02,1,-73.956284,40.781803,-73.988174,40.754478,15,CSH,0,0.5,0,0,15.5,2/6/13 10:10,13,_e|wF`qkbMl@`@|BzAdCbB??}BjHcC|H??fCbBzB~A|AdAb@Z`BdAZPdCzAtBzAfBjAZTJFTNjBlA~BzA~AdAZR~B~A~B~A|BxAfCbBhC~A|@j@~@n@bBhAVPzBxA|BxA`@XxAbA|BzA|BzA|BvAzBzAzB|AxBzAxBvA`CzAhCdBdC`BzBxAzB`B|BxAzBxA|BxAzBxAv@f@RLp@b@|B|A|BvA|BzAzBzAzBzAl@`@nAx@??iFjPe@vAsEzNW~@??dC|AbCbBj@\nAx@z@j@,izvwFtxqbM~@j@xBxA??xB}GFQlBaG??}ByAwB_B}BwAIIeBeAUOeCcB}B{A{B{A{BwA_CyA{ByA{B}A{ByAaC{AyByA_CyAyB_B}B{A{BwAgCcBmAu@
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 10:10,2/6/13 10:26,1,-73.976814,40.764671,-73.960854,40.806892,13.5,CRD,0,0.5,1,0,15,2/6/13 10:33,14,ozxwFxrobMy@i@eAs@aAm@??_@nAc@tAkDpKYdA]|@a@rAoA`Es@bA??A?A?A?A?C?A?A?A?K@C@A@C?A@GDA@A?A@A@A@ABABA@ABABA@AB?B_@h@ABCBC@A?C@C?u@@sA@iA?mB@w@@m@BwBBeD?kCJW?g@@_CAaDE}CCeDG_DAiCIQAWAUCWGUI??{@i@iCcB{B{A{BwAaC_BaC}A{B{AiCaBgCcBaCwA}B}A}B{A_C}A_CyAgCcBeCaB}B{A}B}A{ByA}BuA}B}A}B}A}B}AyB}AgCcBgCaB{ByA}B{A}B}A}ByA{B{A}B{A_C}A_CyAaC_BiCcB{B{A}B{A_@U]U}@k@_C_B}ByA}B{A{B{A}B{AgCcBWO,kbaxF`olbM_@Wk@_@i@_@YO{AcA_C{AsBsA??s@vBeA`DqAdE[bAOf@kArDiArDEP??LHLJ
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 10:33,2/6/13 10:37,1,-73.964211,40.811234,-73.980751,40.789482,7,CSH,0,0.5,0,0,7.5,2/6/13 15:32,15,c}axF`cmbMvA~@dDvBpBrAnBpAX`@`@h@p@v@b@\`@Xz@h@~BtAbEjBp@Vz@\pAj@`Ad@vAr@nBlAjAt@zDfCjEtCz@l@b@XLLJJTTLJJDT^NVPXLTJNLPPRJNTTPPZZfA~@d@\j@b@LJNJHFPJNJLFLFPFLFPDRFN@NBH?L@P?PA`@C^CHAH?F?F@D?B@D@D@B@FBFBZRRPPRJLJLDFFHd@bAPZR`@JTFJDJBHDLJXJd@FH@@@BBBDBZTTPTPPJRJRHNHRHXHZHPBNBNBNBJ@N@R@n@@f@@V?T@RBPDNDNHLJPLPPNNLPLPHLFNHRFL~@zCLb@NZLVHLNP`@\|B|AdC`B~AbA,eu}wFnjpbM_BcAeCaB}B}Aa@]OQIMMWO[Mc@_A{CGMISGOIMMQMQOOQQQMMKOIOEQESCUAW?g@Ao@ASAOAKAOCOCOCQC[IYISIOISISKQKUQUQ[UECCCACAAGIKe@KYEMCIEKGKKUSa@Q[e@cA???UAA?AAGo@gAIMg@e@OKOKu@_@sCc@_@E]Ii@SKGSM??t@gC`BeFpBmGL_@bBoFJ]?Q?G?E?C@C`BmF~BgH??v@f@vA`AzDjC
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 15:32,2/6/13 15:38,1,-73.966927,40.79385,-73.967094,40.807144,6.5,CSH,0,0.5,0,0,7,2/6/13 15:41,16,kp~wFxsmbMr@d@dAp@`Ap@??kFrPkAnDc@tA??i@[]S_Ak@}B{A_CyAyB{A{B}A_CyA_CyAeCeAuCm@aDWkDOW?WCWEQCYI_@MOGOG}AcAwB}AcC}Aq@e@iAu@}B{A??Mb@mClI?@GL??_@MUE,scaxF`umbMm@OM?]@??H[v@cCdBsF??LH
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 15:41,2/6/13 15:55,1,-73.965065,40.806702,-73.957001,40.780457,12.5,CSH,0,0.5,0,0,13,2/6/13 16:02,17,w`axFhhmbMnBlAzB|ApA|@j@\`C|AvBvAjBlARHRFf@N\FVD^DdDT??To@n@oBhAoDt@yBlFyPb@uAf@_Bh@_B^oAl@gBj@eB??~@n@dAp@z@j@~@l@|@l@~@l@PLp@b@z@h@n@d@jAv@hAr@`@VVPd@ZTNxA`A~AdAFDnBpAbAp@JHx@h@??Xw@??AQ?I?G?K?KCMKw@Iq@E[CY?_@@c@@Q?E@GDUFUDOH[V}@Vs@Tk@Xo@\s@^m@T_@Tc@Rc@Pi@Le@Ls@Fe@Dk@Fc@Jk@Lm@Tu@~@yCHY@CFQf@{A`@k@PSNKBAXONEREb@GZGZQBA@AFIFOHQH[??fC}HbAaDx@iC??VLJHRLnAx@|BzAzBxA~BxAxBzA~B|A|BzAzBxA|BzAnAz@,c}{wFzvkbMt@f@hC~AbCbBzBxA|BzA|B|A~BzAdC`BhCdB??Ne@~BqHHW
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 16:02,2/6/13 16:10,1,-73.95932,40.774174,-73.954933,40.773159,8,CSH,1,0.5,0,0,9.5,2/6/13 16:30,18,}uzwFndlbM|BkH??gCeB??|D}LLc@,{ozwFzhkbMMb@}D|L{@nCkArD}BlHSh@??hCdB|BzA|BzA~BzA~BzA??HU
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 16:30,2/6/13 16:36,1,-73.962898,40.772346,-73.972267,40.758129,6.5,CSH,1,0.5,0,0,8,2/6/13 16:39,19,qjzwFxzlbMDK~BuH??|B|AfCdBfC`B~BxA|BxA|BxAzBzAzB~A|BvAzBzAxB|A`CvAzBxA|BzAd@Zr@d@b@Xl@`@lAv@dCbBfCbBzBzA??}AvEc@tAMd@??|BzA|BxAzBvA??Ne@x@cC,cqwwFxunbMbAaD??`@XzAdA??yApEc@pAOb@aBhF_@fAgBvF_@jA??HD
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 16:39,2/6/13 16:45,1,-73.976784,40.759121,-73.990898,40.750465,6.5,CRD,1,0.5,2,0,10,2/6/13 16:48,20,owwwFzqobMpBrAv@f@RLp@b@|B|A|BvA|BzAzBzAzBzAl@`@nAx@bC`Bb@XdBdAbBjATNzBxA??qGfSeC`IeBnF??xBxA|BzAvB|AxB~Ax@d@n@\^R`BdA,savwFrjrbM`@V??gArDIVcBnFIVWt@Sn@??sA{@s@e@??v@aCvDsLjA}DRo@L_@hAmDBI
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 16:48,2/6/13 17:01,1,-73.988335,40.75008,-73.954491,40.777309,12,CSH,1,0.5,0,0,13.5,2/6/13 17:05,21,y~uwFfzqbMd@oANg@lGcSz@oCZ_Al@kB~BoHNe@`CoHtAmEn@sB??aCaB{ByA}B{A}AeAYS{ByA_CyAyB{AeC_BeC_B_C}A{ByA{B{A{ByA}ByA}B{A{B{A}B{A}ByA}B{AKGqBqA{ByA}ByAeCaBiCaBYSaBgASOi@]i@]SO}BwA}B}A{BuA}B_B{B}AgBiAUO{B{A}ByA{B}A}BwA{B}AiCeBgC_B_CyA{B_B_C{A}B}A_C}AgCeBiC}A}B{A_C}A}B{A}B}A??d@yA,ei{wFpfkbMnCyI??fCbB??w@tBQh@uBlGgC~H{BjHQj@??bBhA
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 17:05,2/6/13 17:09,1,-73.959015,40.777721,-73.968353,40.764946,5.5,CRD,1,0.5,1,0,8,2/6/13 17:12,22,_l{wFjclbMXP|B|A~BzAdC`BhCdB|BzA|BzA~BzA~BzA|B|AfCbBhCbBzBxA|B|A|BvA|BxAzBzAxB|A~BzA|BvA~AbA,a|xwFp}mbM\T|B|A??aClHCF
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 17:12,2/6/13 17:20,1,-73.97052,40.764889,-73.984665,40.76104,7.5,CSH,1,0.5,0,0,9,2/6/13 17:21,23,k{xwFzjnbMcCvH??xBzAxBvA`CzAhCdBdC`BzBxAzB`B|BxAzBxA|BxAzBxAv@f@RLp@b@??gBzFeDjKqF|P_AvCSn@,sbxwFvcqbMwCfJ??}ByA??fDoK??`CpA??Qh@
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 17:21,2/6/13 17:28,1,-73.984688,40.760944,-73.980576,40.767677,6,CSH,1,0.5,0,0,7.5,2/6/13 17:51,24,qbxwFpcqbMyClJ??}ByA}B{A{B{A}ByA}ByA{B}A}ByAeCcBaAk@]Si@_@eAo@??BO@E@G?E?G@E?G?GAC?EAEAEACACCEACAE?E?E?G@K?IBS@OBOd@{A,elywFbjpbMh@eB`@sA\}@XeAjDqKb@uA^oA|EeOJ[L_@\cA??lC}H??iAu@s@c@{B{A}B{A{ByA}B{A{ByA}B{A_C{AyByA}ByA}B}A{B{AgCaBgCcB_C{A}B{A_C}A_C{A}B}AgCaBgCeByBwAeC_ByB}AcCwA}B}AgCgBiC_B{B{A_C{A{B{A}B{A{ByA{B{A_C{A{ByAeCcBeC_BkBmAQOgAs@y@k@wFuDsA}@
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 17:51,2/6/13 18:01,1,-73.951508,40.79084,-73.963173,40.770889,9,CSH,1,0.5,0,0,10.5,2/6/13 18:14,25,w}}wF|sjbMi@]??gCbI??|BxAfC~AxBvAxB|AnAx@j@`@dC|AbC~A`C`BzBxAzB|A|BxAjBnADBJF|BvA|BzAzB|AjC|AfCbBzB~A|AdAb@Z`BdAZPdCzAtBzAfBjAZTJFTNjBlA~BzA~AdAZR~B~A~B~A|BxAfCbB??^mAfBqF|BmHPg@j@gB,w`zwF`}lbMk@fBQf@}BlHgBpF_@lA??hC~A|@j@~@n@bBhAVPzBxA|BxA`@XxAbA|BzA|BzA|BvAzBzA??`CqH
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 18:14,2/6/13 18:20,1,-73.970093,40.765495,-73.95813,40.778851,6.5,CRD,1,0.5,1.6,0,9.6,2/6/13 18:22,26,i_ywFbhnbMBK??{ByA}B{A{ByA}B{A_C{AyByA}ByA}B}A{B{AgCaBgCcB_C{A}B{A_C}A_C{A}B}AgCaBgCeByBwAeC_ByB}AcCwA??dCmHJY,sr{wFl}kbMDO??eC_B??Od@bCbBPJ
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 18:22,2/6/13 18:28,1,-73.95842,40.778828,-73.960075,40.7705,6.5,CRD,1,0.5,1.6,0,9.6,2/6/13 18:34,27,mr{wFr~kbMhBlA|BzA|B|A~BzAdC`BhCdB|BzA|BzA~BzA~BzA|B|AfCbB??Pg@|BmHzA{Ej@iB??gC_BMI,s~ywFjilbMqBoA{B_B??gCbI_ClHQd@??~BzA|B|AfCbBhCbBzBxA|B|A|BvAj@^
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 18:34,2/6/13 18:47,1,-73.96595,40.768364,-73.981575,40.771996,9,CRD,1,0.5,2.1,0,12.6,2/6/13 18:49,28,gqywFdnmbMpAx@zBzA??_CnHgC|H??Oj@CPCPCTAXAR?N?L?P@b@?@?LBt@?Z?P?DA\?TCVC`@?HMr@Mp@CNCPA@?BEP?@ADEPERMh@GVK\M^GLGNk@jAKPGJCDKPKRs@jAGLg@x@MTYh@OZ]r@i@hA_@v@e@|@GLQZCBUb@Yb@a@l@a@p@SVMREJGHO`@??iFvP??fAr@v@f@PN|@`@??|@???Nm@f@}A,{gzwF|opbMbDaK??nBrAJF??wAnE
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 18:49,2/6/13 18:57,1,-73.981194,40.770939,-73.972107,40.76067,7.5,CRD,1,0.5,2,0,11,2/6/13 18:59,29,sazwFfmpbMiArDQf@??`DAhDGdA?`BA\Ap@@P?Z@??FLBBBBB@D@B@B@D@D?@?D?D?@ALEHCDE@CBC@CBCDIBO@E@G?E?G@E?G?GNMFCDCDADAF?F?v@L\D|@HhAF??zCmJzA{En@oBJ[vAqExAsEvDqLdCaI|BoH??fCbB|BxA??c@rA,i`xwFhunbM{AzE??iAs@
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 18:59,2/6/13 19:05,1,-73.972786,40.761246,-73.964874,40.770721,6,CRD,1,0.5,1,0,8.5,2/6/13 19:07,30,oexwFpznbMs@e@eCcBgCeB{BwAiAu@s@c@{B{A}B{A{ByA}B{A{ByA}B{A_C{AyByA}ByA}B}A??~BmHNe@??{ByA??Od@i@~A,u_zwFtgmbMuAjE??gCaB??dBsF
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 19:07,2/6/13 19:13,1,-73.964264,40.771214,-73.952293,40.774879,6,CSH,1,0.5,0,0,7.5,2/6/13 19:19,31,mczwFjcmbMVy@Pg@|BmHzA{Ej@iB??gC_B_CyA{B_B_C{A}B}A_C}AgCeBiC}A}B{A_C}A??zD_MhB{F,iyzwFhyjbMt@{B
