medallion,pickuptime,dropofftime,passengers,pickupx,pickupy,dropoffx,dropoffy,fare,paymenttype,surcharge,mtatax,tip,tolls,total,nextpickuptime,key,trippolyline,nextpolyline
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 6:00,2/6/13 6:03,1,-73.97039,40.794312,-73.964478,40.807198,5,CSH,0.5,0.5,0,0,6,2/6/13 6:11,0,_s~wF|hnbMcBgA{ByA}B{A}B}A}ByA{B{A}B{A_C}A_CyAaC_B??u@xBiAnDo@nB??kDOW?WCWEQCYI_@MOGOG}AcAwB}AcC}Aq@e@iAu@}B{A{B{AcBgA,ycaxFndmbM[SeCaBeD{BaBeA}B{AqBqA??ZcApAeEdAaDr@wBf@aB|A_F??|B~@zB|AbC~A~B|AhC`BrCn@jCl@lLtCJ@??ZFh@`@r@`@tA`Af@Xv@h@bAp@rAz@r@d@bAp@bAn@jAx@r@d@zBxAtFpDz@j@x@j@v@f@vA`AnExC
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 6:11,2/6/13 6:19,1,-73.96682,40.793674,-73.966331,40.807308,7.5,CSH,0,0.5,0,0,8,2/6/13 6:21,1,wo~wFftmbM^V??kFtPoBjGSd@iBhGwBtGMb@??[SGCGCCAEAEACAE?GAG?I?I@_@Ba@BQ@Q?MAI?OCOASGQEMGQGMGMGOKQKIGOKMKk@c@e@]gA_A[[QQUUKOQSMQKOMUQYOWU_@CSEMU[MI[U]QeG}DgEsCy@g@gAo@{@i@iB_AiBw@gAe@m@UgEoBmBiAQI??H[j@gB,wdaxFnpmbMJ[dBsF??|BvAzB|ApA|@j@\v@f@
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 6:21,2/6/13 6:28,1,-73.966682,40.804653,-73.977898,40.785347,7.5,CSH,0,0.5,0,0,8,2/6/13 6:40,2,us`xFxqmbMhAt@vBvAjBlARHRFf@N\FVD^DdDThDLZDL@RDPDZHf@LfCbA~BvA~BzAzBzAxBzA|B|AxB|AfAp@`An@j@b@j@`@j@`@b@V|A|@|B`B|BvAzB|A~B|AzBvAxBzA|BzA`CnBbCnBzBjBzBxA`CbB??Ng@t@eC,e||wFhxobMfAqD??}B{A_C}A_CyAgCcBeCaB}B{A}B}A{AaA
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 6:40,2/6/13 6:43,1,-73.973236,40.790062,-73.955658,40.787727,5.5,CSH,0,0.5,0,0,6,2/6/13 7:00,3,ay}wF`|nbM_@W}BuA}B}A}B}A}B}AyB}AgCcB??jFsPnFwPXw@??AQ?I?G?K?KCMKw@Iq@E[CY?_@@c@@Q?E@GDUFUDOH[V}@Vs@Tk@Xo@\s@^m@T_@Tc@Rc@Pi@Le@Ls@Fe@Dk@Fc@Jk@Lm@Tu@~@yCHY@CFQf@{A`@k@PSNKBAXONEREb@GZGZQBA@AFIFOHQH[??La@,_k}wFjmkbMxB{G??eC_B??gC~H??gAdD}@nCg@zAGPABIX_AxCUt@Ml@Kj@Gb@Ej@Gd@Mr@Md@Qh@Sb@Ub@U^_@l@]r@Yn@Uj@Wr@W|@IZENGTETEFABCHG\EXCRENCLGNEHIJQTIJKX[|@??bAp@JHx@h@fC`BzB|A~BxALJlBnA|BxAzBzA~BzA??mFrPGP
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 7:00,2/6/13 7:10,1,-73.970863,40.788437,-73.980377,40.753796,11,CSH,0,0.5,0,0,11.5,2/6/13 7:14,4,{n}wFxlnbMiFhPmBhGOf@??xBzA|BzA`CnBbCnBzBjBzBxA`CbBvBxA`CvAfCdBdCfBhC`ApCn@rCn@pCj@nCh@jAVvARvBPp@?tAFL?v@@dBD|@BbDBzCH~CDlDEl@At@C|@?bDE`DAhDGdA?`BA\Ap@@P?Z@??FLBBBBB@D@B@B@D@D?@?D?D?@ALEHCDE@CBC@CBCDIBO@E@G?E?G@E?G?GAC?EAEAEACACCEACAE?E?E?G@K?IBS@OBOnAaE`@sA\}@XeAjDqKb@uA^oA|EeOJ[L_@\cA??`CzAhCdBdC`BzBxAzB`B|BxAzBxA|BxAzBxAv@f@RLp@b@|B|A|BvA|BzAzBzAzBzAl@`@nAx@t@f@,yvvwFvipbMlAx@b@XdBdA??fBuF\gA??mAy@w@g@uA_Ao@c@yB}AmAu@q@c@{ByA??Pk@
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 7:14,2/6/13 7:19,1,-73.977249,40.755196,-73.979019,40.762371,5,CRD,0,0.5,1.1,0,6.6,2/6/13 7:24,5,k_wwFntobMz@mC??_CuA??q@pBY`A??}B{A{B{A}ByA}B{A}ByA{B{A{ByA}B{A??gC~HqF~P]dAqC|Iw@dCe@vA??|BtA??|AaFhBuFL_@,ylxwFd_pbMX}@??}B{A{BwAgCcB??wApEKZo@nB{AzE{ClJqAdE??aAk@]Si@_@eAo@??BO@E@G?E?G@E?G?GAC?EAEAEACACCEACEECEMKECEAEAA?A?A?A?C?A?A?A?K@C@A@C?A@GDA@A?A@A@A@K?M?E?CAC?EAEAEAEAGCECIEKGaBgA_@WIGCAEEIG[Y_@W{@g@GC{@k@KGoBsA}ByAg@]}@k@[SuBuAaC_B{ByAIGQM
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 7:24,2/6/13 7:34,1,-73.977386,40.77449,-73.952568,40.789452,10.5,CRD,0,0.5,1,0,12,2/6/13 7:41,6,gwzwF|tobM}AgA{ByAiCcBgCcBaC}A{B{A}B{AgCcB}FwDe@[yE}CUMuBmA{B_B}ByA_C_BiCeBgAq@{@m@}B{A}B{A_C{A{B{A}ByAmBoAMK_CyA{B}AgCaB??Xw@??AQ?I?G?K?KCMKw@Iq@E[CY?_@@c@@Q?E@GDUFUDOH[V}@Vs@Tk@Xo@\s@^m@T_@Tc@Rc@Pi@Le@Ls@Fe@Dk@Fc@Jk@Lm@Tu@~@yCHY@CFQf@{A`@k@PSNKBAXONEREb@GZGZQBA@AFIFOHQH[??fC}H??eC_BkBmAQOgAs@y@k@s@e@,_u}wFjzjbMcEoC??gC`I??fC~AxBvAxB|AnAx@j@`@??gAdD}@nCg@zAGPABIX_AxCUt@Ml@Kj@Gb@Ej@Gd@Mr@Md@Qh@Sb@Ub@U^_@l@]r@Yn@Uj@Wr@W|@IZENGTETEFABCHG\EXCRENCLGNEHIJQTIJKX[|@??mFxP??dAp@`Ap@jAv@
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 7:41,2/6/13 7:57,1,-73.967789,40.792484,-73.975395,40.75489,13.5,CRD,0,0.5,2.8,0,16.8,2/6/13 8:14,7,ch~wFzymbMHDp@b@zBzA~BzAzBzA`CvAzBxA|BzA|BxAzBdBl@b@vA~@fC`B|@j@`Al@|B~Aj@^VPx@h@d@XZNdAl@xBvAfCbBfCbBr@f@dAr@bCzA~B|A|BzA|BzAhCdBfC`BzB~AzBtA~BzAxB|A|BxAfAr@v@f@PN|@`@??|@?bDE`DAhDGdA?`BA\Ap@@P?Z@??FLBBBBB@D@B@B@D@D?@?D?D?@ALEHCDE@CBC@CBCDIBO@E@G?E?G@E?G?GAC?EAEAEACACCEACAE?E?E?G@K?IBS@OBOnAaE`@sA\}@XeAjDqKb@uA^oA|EeOJ[L_@\cA??`CzAhCdBdC`BzBxAzB`B|BxAzBxA|BxAzBxAv@f@RLp@b@|B|A|BvA|BzA??fC_IlAyDFWVw@Pe@Ng@??OEk@a@,i}vwFziobMcAo@??O^]jASr@q@pBY`A??}B{A{B{A}ByA}B{A}ByA{B{A{ByA}B{A}ByAeCcBgCeB{BwAiAu@s@c@{B{A}B{A{ByA}B{A{ByA}B{A_C{AyByA}ByA}B}A{B{AgCaBgCcB_C{A}B{A_C}A_C{A}B}AgCaBgCeBw@g@
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 8:14,2/6/13 8:26,1,-73.961388,40.777267,-73.978622,40.766758,10,CRD,0,0.5,2.1,0,12.6,2/6/13 8:28,8,_i{wFzqlbMaAo@??cCzH??tBzAfBjAZTJFTNjBlA~BzA~AdAZR~B~A~B~A|BxAfCbBhC~A|@j@~@n@bBhAVPzBxA|BxA`@XxAbA|BzA|BzA|BvAzBzAzB|AxBzAxBvA??]bAM^KZ}EdO_@nAc@tAgC~H,}fywFr}obMj@iB
86485F0B1CBDDD6FB6C993011A28B15D,2/6/13 8:28,2/6/13 8:38,1,-73.978127,40.766491,-73.973999,40.753239,8.5,CRD,0,0.5,1,0,10,2/6/13 8:54,9,qeywFhzobMzAuEb@uA^oA|EeOJ[L_@\cA??lC}H`CqHLa@`CqH??l@`@lAv@dCbBfCbBzBzAzBxAjBlAPNzB|A`@XzAdA|BpA|BzAtA|@d@ZzB~A`CrAzBzAzBvA??dC_I??{ByA??wApE,arvwF~`obMm@nBkApDKT?BITADA@e@xAi@|A?@A@ADABKXiAzDgC`IsExNKZUr@Yx@??{BwA_CyA{ByA{B}A{ByAaC{AyByA_CyAyB_B}B{A{BwA??xAuEnC{Id@uAjAwDx@gC??eCcBgCeB{BwAiAu@s@c@{B{A}B{A{ByA}B{A{ByA}B{A_C{AyByA}ByA}B}A{B{AgCaBgCcB_C{A}B{A_C}A_C{A}B}AgCaBgCeByBwAeC_B??`CmH??f@\
