medallion,pickuptime,dropofftime,passengers,pickupx,pickupy,dropoffx,dropoffy,fare,paymenttype,surcharge,mtatax,tip,tolls,total,nextpickuptime,key,trippolyline,nextpolyline
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 0:38,10/9/13 0:53,1,-74.006958,40.728889,-73.967194,40.757515,14.5,CRD,0.5,0.5,2,0,17.5,10/9/13 1:18,0,szqwFjoubMsBQqCYqCUoCWcAIsAM_CUcCS_CQOEMC{BQ}BSOAOA_AKe@GKAMEICKGGGGEMOIK??UWqB}Bi@m@iAuAOOg@o@QSs@w@{@eA}@{@iAu@qAy@y@k@}B{A_Am@u@g@uBuAy@i@{@i@sBwA}@i@w@i@{BwAcAq@_Ao@??lFsPpF}PxAwErDiLf@yA`AcDZcAtAeEn@oBFUdCyHbC_I??w@k@kAw@wByAmAw@o@_@yByA{ByA}ByA{B{A{ByAyByAyByAgC_BaCaB{ByA}B{A}AeAYS{ByA_CyAyB{AeC_BeC_B_C}A{ByA{B{A{ByA}ByA}B{A{B{A}B{A}ByA}B{AKGqBqA??nCsIDO,{mwwFtumbMf@}A??zB|A??wChJc@rA??KGqBqA{ByA??gC`I}AvEc@tAMd@_CnHgC~HqF~P]dAqC|Iw@dCe@vA}@pCCHCHWv@KZcCxHmFvP??|BxA??`FwO
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 1:18,10/9/13 1:21,1,-73.984406,40.764881,-73.970352,40.760731,4.5,CRD,0.5,0.5,1,0,6.5,10/9/13 2:05,1,i{xwFtaqbMH[tCaJFUBEDMV{@n@sB|AaFhBuFf@}A??}B{A{BwA??xAuEnC{Id@uAjAwDx@gCrAeEj@iBPg@x@iC,w`xwFhjnbMdAcD??zBzAzBxAjBlAPNzB|A`@XzAdA|BpA|BzAtA|@d@ZzB~A`CrAzBzAzBvA|B|At@h@nAz@bC~A|BxAzBvAzBxAzBxAxBzAz@j@~@n@dC~AbC|A|BzAvBzA|BvAzBxAxBxAzBzA|BxAzBvA??cCvHIV??xBxAdC`BdC~Az@j@|@n@tBrAr@d@~@n@tBtAz@h@z@h@??|@n@r@f@|BzANJPLNVFJDHFJP`@Tj@??c@vAUr@Ur@cBpFELu@zBoGdSkFrPcD~J
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 2:05,10/9/13 2:12,1,-74.001656,40.739296,-73.976936,40.73259,8,CSH,0.5,0.5,0,0,9,10/9/13 4:24,2,_|swF`mtbMbD_KjFsPnGeSt@{BDMbBqFTs@Ts@b@wAz@gCNg@|A}EdC}H|DaMdE{M??WSk@]cAq@WQa@YcAm@QOMGuA_AmAy@MGWQ]UWO_Ao@{AcAYS??L_@Vu@fBsFl@mBb@uAhBwFv@eC??TPRJLHNLJPJNHRDRDTFn@DX?f@Cf@GXA@,_qrwFhsobMI^O^O`@OVURUNYN_@FSBO@M@MAOCKCKCICSMUU??m@lBgBrFWt@M^??s@e@aAm@??eEvM??rBvAtBpArBtAtBvAtBtA|BxAnBrAXR??}D`MeC|H}A|EOf@{@fC??dDb@hCZNBtC^NBh@HF@nATlBzAtB`BbBnAfBxAlA`A
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 4:24,10/9/13 4:35,1,-73.9935,40.729122,-73.96727,40.693321,13.5,CRD,0.5,0.5,1.45,0,15.95,10/9/13 4:59,3,i|qwF~zrbMd@\tBdBtBbBzBdB`CpBt@l@dAv@FFpAdAXRzE|DlFjE`GvEfA|@pB~AlA`At@l@p@j@jBxA??vAwBfBsCrAsB|AaCp@eAJQFMDIDKFUVeA`@{APu@H]Ru@DUp@mCFGDOHS??Pa@JWHOHKFIDGFGBCNMFGHGFGDCFIfFuBNIBA@AVKTMTKXMBADC@?NI`Bu@HE@ADCNI|As@TM@A@?@?NIvAq@XM@??A@?\O`Bw@dAc@bAc@lAk@p@Yn@[l@YvBaArHkDTKRKrAm@ZQbEuBx@e@x@e@b@S`@QvAo@TKVK~Au@b@U~As@VM?AVM~@a@DCv@]^Q@?`@Qd@U@ARIb@Sr@[@ABAn@YDCXMHCRKTK@?PKBAHCv@_@nDaBdBw@bAWXMHD??hAa@^MFCp@UbCaA^QXMpD{APIv@YbAa@nAk@`@Q???]@}@BwADyCDqC?[BqCHwD@M?UHkF@qCBiBBkB@e@DoDDuCBmABs@@i@@Y@eA?WDoDHgEBoEF{CCo@Y}DIuB,c|jwFlvmbMHtBX|DBn@GzCCnEIfEEnD?VAdAAXAh@Cr@ClAEtCEnDAd@CjBChBApCIjF?TALIvDCpC?ZEpCExCCvAA|@??o@PgDvASFc@PaDnAWNa@RsDtAYJ??MJUHm@TOF_Bz@eBv@oD`Bw@^IBC@QJA?UJSJIBYLEBo@XC@A@s@Zc@RSHA@e@Ta@PA?_@Pw@\EB_A`@WL?@WL_Br@c@T_Bt@WJUJwAn@a@Pc@Ry@d@y@d@cEtB[PsAl@SJUJsHjDwB`Am@Xo@Zq@XmAj@cAb@eAb@aBv@]NA??@A?YLwAp@OHA?A?A@UL}Ar@OHEBA@IDaBt@OHA?EBC@YLUJULWJA@C@OHgFtBw@\g@RQFkB|@??aCmAmD{A_A]gEoA{Bu@GQUIWIqBi@iCw@qCs@OGOCCAEAs@Q_D}@wA_@YIkCs@cAWoAYsCw@wBi@UG??mAYMGIEKGSMa@YuAaA??f@_BpCqI??zBvA??M`@
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 4:59,10/9/13 5:26,1,-73.989082,40.72694,-73.911469,40.76841,29.5,CSH,0.5,0.5,0,0,30.5,10/9/13 5:42,4,umqwFf_rbMoDrK??a@YuAaAa@Qg@Qm@_@wB{A??_Ak@y@m@sBoAyBuA_CcB}ByAkCaBiCcB_C}AuBsAqBwAuBsAuBsAuBwA{BwAeCcBw@k@kAw@wByAmAw@o@_@yByA{ByA}ByA{B{A{ByAyByAyByAgC_BaCaB{ByA??x@qCJY?A@EHQH[JYJc@fAcD??Ac@@OBQ@O@K?E?QZaALa@\qADSBS@M@Q?S?UCYCSEUACEQGSAEMYOUGKGGACA?QU][ECAAeGwDQOOSQSOWMUGQA??ACGMa@Mc@Ia@Ga@Ca@Be@Da@Fa@BK@CBIJe@H[@A@E?A@A?AHS?A@?DKTm@Pa@Zo@Zk@hU}\v@iAx@qAl@iAl@oAn@{A\cATcARiAPiA@CHs@@I@KBMZaBL_ArAqMBa@?O?I?M?O?uC?I?E?K@Q?SFcADg@Bi@F{AAaA?MASAUAGA]ASCQCOCQEYEq@EWE]CYC]CW?]A]?[@]@YB[B_@De@fAuJFe@Fq@ZmCX{BXiB?AXqA\sAd@{Ap@uBVw@@CfAgDbAcDZaAJ]La@\kADKPi@?ADQ`@{Ab@sBBQV_BLgA?CBORyBBa@TuD?C@QNgBHo@@EXcCTwB\kDVqD??JO@C@E@C@GBG@MF]BWLgAx@qHNkAZqCPwALaAFc@XiAJ}@Hw@L{@Hi@Hm@He@Jc@DYPu@Je@H[Jc@Pm@Ne@Lc@N_@L]N]HQHSP]NYNYLST]T_@??TSNOFGHGHEHGLELELEJAJ?H?H@LBJDHDHHHHDFFLDLDNBL@N?L?LALALAJCLGLGLGHEFIFIFIDG@IBI?I@GAGAIAGEIEIIIGIIEIEIMYUi@Sk@M[Qc@KYIYIYCIQ_@Mi@Kg@Ki@OcAM}@Ga@UcCE[?AC_@Gw@GmAAYCw@EwACoACw@Cs@Em@k@iICo@E}@aAeN_AcNC_@K}AO{BGi@Ik@Ik@G_@Km@UcAQs@Ma@e@wAe@yA}AqEa@sA[cA[cAW}@[oASw@YgAYgAOe@Uo@c@iA_@u@We@Wc@]g@e@m@a@i@m@s@Ya@GGEGACCCACCCCEGICEAACAMSCCSWAA]c@qBmCgAwAsAgBgAwA?Aa@g@e@k@OUYc@c@i@g@m@UQMKCAGGc@W]Qa@O[KYE]Gk@Ew@A[BUBw@Ja@HeAb@kAb@gCtAiB|@aAl@QJQJMFA?EBQJmAn@OJ{Az@g@Vk@TG@MDo@L{@JY@Y@gAJeAHu@Fo@P_@JC?QHSH[Na@To@\yAv@m@Xo@^m@\g@X??g@^[Pc@Vk@ZQHUJUHSFSFo@P_@JE@WHiA\y@`@_Ab@kAp@e@Vc@VgAl@[NUHYJq@RaARq@JWB{APyBZgC^yBZ}@T_@LMDoCx@cErA_Bh@aEnAA@eHvB??Q@_@JQB_@HIBQFSFIFYTOROVMVQf@ERETCTETIF??CRe@zFAJa@pEO`BAHQpBc@xE??`@j@@@n@x@@B@@DFVZPRnA`A,gqywF~xbbMoAaAQSW[EGAAACo@y@AAa@k@??a@hFEh@UlDATCXUpCYhDCZm@xGC\CPERCPALAH?HBLGP??IXO\Q^S`@KLg@v@k@x@QVGHa@f@??CZAHCJADCJGLGLKPMVINy@xA?T??MRMREHA@QVk@z@KPW^?@A?aBdCCBs@hA_@h@ILUV_AhASPCDw@t@}AhAa@XoAz@}BzAkAz@oHdFGDYRGDCBYRiNrJYRKHA@ID}HzFw@j@w@h@u@b@YLe@Pi@LWF_@DYBa@Bq@?E?e@Cc@EmAUm@Ug@SCAe@YYSOM_Aw@y@w@uAiAq@k@[WCCKIII}@w@mA{@aBwASOSQkB_Ba@c@c@_@wAqAaCsBaGaF???[?AAAUU]_@KKY]a@c@i@o@IKOQACoAwAm@q@oAuA{BeC}@aAACw@aAs@{@GGGGIGICCCECMEKAOEKAM?K?M@MBKBKDKHKJILILENELALANAP?P?P?RAP?NCRATCREXCTEVEVI\GTOn@WzA??e@hAu@nBKVKXQb@GNGPUp@Qd@Qh@Ql@Y~@GTABCHo@|BADKZIVIVa@rAaFxO??Qh@CJO^?@KZADQj@A@CJCLCL?H?@A@?L?L?J@JBRFRFL@@?@@?BD@@FJJHFBJDPDN@L@PEPGPMJKHMLYJW|@wCNWJQDGFKJITSLIVKZGZEpEUdAEPCVDr@Cf@?^BF?fAJrATh@Ld@Pf@TLHz@j@\TNLVVPRLRLTPZP`@|AlDn@tAl@tA~AlD|B|DhBxC@@NTX^JNZ^z@z@LJTRj@b@pA~@h@^b@XRNNHRLNHLFPHNFLDRHh@PvAd@hCz@~@b@VNPLx@n@zApAlB~Ab@^^\NNJNPRHNFHLRJTZr@Vp@???R?D?F@HJT|@`C??h@pAh@pANZZh@Zb@b@j@??{@nCk@dBkB|FGNQb@KVABGL??vClBlBnARPHFhArADDBBDBHD|B|AzB|A~BrAv@b@hAn@zBzA??}DbMIX
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 5:42,10/9/13 5:48,1,-73.952705,40.780819,-73.976135,40.788239,7,CSH,0.5,0.5,0,0,8,10/9/13 5:50,5,a_|wFl{jbM{BbHaCrHMb@cClHcC|H??|BzAzB|AjC|AfCbB??Sj@K\GZK`@Ml@ERQt@AFSr@Wp@OVGLOVMNILIFQNYPOF[Ja@H[DSBOBMDGDOFIDMHIHKNMPGNKRELGPOl@I\ENOv@Id@Mr@G\Ml@UdAMl@Oh@GRKTO\EHMRA?GNEHWf@IRIRK\EPELMl@[jBe@dB??gBvFg@bB}AbFoFrP_BbF,cm}wFbnobMSp@Qf@??bCnBzBjBzBxA`CbB|@l@
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 5:50,10/9/13 5:56,1,-73.978973,40.785534,-73.980957,40.759972,8,CSH,0.5,0.5,0,0,9,10/9/13 6:04,6,m||wFd_pbMx@j@`CvAfCdBdCfBhC`ApCn@rCn@pCj@nCh@jAVvARvBPp@?tAFL?v@@dBD|@BbDBzCH~CDlDEl@At@C|@?bDE`DAhDGdA?`BA\Ap@@P?Z@??FLBBBBB@D@B@B@D@D?@?D?D?@ALEHCDE@CBC@CBCDIBO@E@G?E?G@E?G?GNMFCDCDADAF?F?v@L\D|@HhAF~APp@HP@D?B?HB|Bf@d@L^JD@FBTFb@LPFrB~@f@VzAr@hBbAVNx@d@`An@??HWVu@b@uA~DeMJ[,o}wwFnkpbMd@wA??aC{AyByA??rFcQXaA??|BxAzBxAv@f@RLp@b@|B|A|BvA|BzAzBzAzBzAl@`@nAx@bC`Bb@XdBdAbBjATNzBxAzBzAxBtAzB|AzBtAfC|AbCdB|BzAxBvAzBvAzBzAxBzAfBhAPL|BzA|BvAn@`@XRXRJFdAp@RPr@d@dCdBzBtArBtAtBtAtBrAtBrArBvA|B~AxA~@LH`@VjCfB|BtA~B~A??IX
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 6:04,10/9/13 6:06,1,-73.995117,40.734188,-74.001465,40.737263,3.5,CRD,0,0.5,0.5,0,4.5,10/9/13 6:11,7,_{rwF~dsbMcGfRsEtNENCHAHAF?H?H??MFsB`AOH,wnswFpltbMuAr@??DSFUHW`A{CnF}P??_CwAkCcBeCiBcC}AsBsAsBuAsBsAuBuAuBuAyByAoAw@KIGEa@YeCaByBwA}ByA{B{AwBwA}ByA{ByA{ByA{B{AYS
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 6:11,10/9/13 6:14,1,-73.988777,40.748711,-73.978645,40.760841,5.5,CRD,0,0.5,1.2,0,7.2,10/9/13 6:24,8,_vuwFx{qbM{AeAQMuBuAgC}A{BwA{BwA{BwA}ByAwB_B}BwAIIeBeAUOeCcB}B{A{B{A{BwA_CyA{ByA{B}A{ByAaC{AyByA??fAiD,}axwFv}obMjDyKXaA??|BxAzBxAv@f@RLp@b@|B|A|BvA|BzAzBzAzBzAl@`@nAx@bC`Bb@XdBdAbBjATNzBxAzBzAxBtAzB|AzBtAfC|AbCdB|BzAxBvAzBvAzBzAxBzAfBhAPL|BzA|BvAn@`@XRXRJFdAp@RPr@d@dCdBzBtArBtAtBtAtBrAtBrArBvA|B~AxA~@LH`@VjCfB|BtA~B~AtBxA??nCqIfEwMFQ
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 6:24,10/9/13 6:27,1,-73.991394,40.73167,-73.985291,40.739735,5,CRD,0,0.5,1.1,0,6.6,10/9/13 6:32,9,_lrwFbmrbMtAeEp@wBz@oC??yBuA_CcB}ByAkCaBiCcB_C}AuBsAqBwAuBsAuBsAuBwA{BwAeCcB??cC~Hm@lB,g~swFbgqbMl@mBbC_I??w@k@kAw@wByAmAw@o@_@yByA{ByA??pBuGhAgD??zBvAPL
