medallion,pickuptime,dropofftime,passengers,pickupx,pickupy,dropoffx,dropoffy,fare,paymenttype,surcharge,mtatax,tip,tolls,total,nextpickuptime,key,trippolyline,nextpolyline
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 6:32,10/9/13 6:38,1,-73.979225,40.74033,-73.999077,40.720169,8,CSH,0,0.5,0,0,8.5,10/9/13 6:53,10,{atwFr`pbMh@\~@n@xBxA|@j@|@l@j@^vA~@dC|A|BxArBvAtBpArBtAtBvAtBtA|BxAnBrAXRbBfAd@ZdAr@x@h@~BzAn@b@hAr@rBtAz@h@x@j@zBxAr@d@~@l@zBvAjAv@j@`@xBvAnAx@r@b@fAr@t@f@RLTN??J@HBFBJ@L@R???TF|B~@lBx@dCfA`Bn@`C`AnBt@\PdAd@XL~@b@??q@fDCFCDADCBIJOPCBADy@jC_AxCaA~Ci@hBW|@o@nB??vDvC,ycpwFv|sbMRN??HYFSRg@LU??{DaDGEKC??SIeBi@kCs@]C??qEsAICGCECGESQMMgCmBGEKGy@o@]UWQMGSQUSWUsAcAQOMKs@e@y@k@QIQKqBwAmB{AgBsA[Ys@e@UQMKq@i@k@e@KIKKe@c@GIEEKQOYUe@MMuAcAOKOKYM??wAUkC_@{Cg@yCc@YCa@AI?I?Q@S@aAJ??eBLI?K?I?KCGAGEOI_C{Aq@e@_Aq@??u@g@}@k@iAs@k@c@uBuAuBqAw@k@aAm@gCaBcCaByB{A}BwA??dCwH??zBvA`Ap@^V
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 6:53,10/9/13 7:00,1,-73.984177,40.740276,-73.984909,40.759346,8.5,CRD,0,0.5,1,0,10,10/9/13 7:11,11,watwFb`qbMVPv@f@lAv@??eCxHGTo@nBuAdE[bAaAbDg@xAsDhLyAvE??eCaByBwA}ByA{B{AwBwA}ByA{ByA{ByA{B{AuByAQMuBuAgC}A{BwA{BwA{BwA}ByAwB_B}BwAIIeBeAUOeCcB}B{A{B{A{BwA_CyA??aF|OIVWv@,yxwwFvdqbMQh@eEpM??}BwA{B{A}ByA}B{A{B{A}ByA}ByA{B}A}ByAeCcBaAk@]Si@_@eAo@??BO@E@G?E?G@E?G?GAC?EAEAEACACCEACEECEMKECEAEAA?A?A?A?C?A?A?A?K@C@A@C?A@GDA@A?A@A@A@K?M?E?CAC?EAEAEAEAGCECIEKGaBgA_@WIGCAEEIG[Y_@W{@g@GC{@k@KGoBsA}ByAg@]}@k@[SuBuAaC_B{ByAIGoBuA{ByAiCcBgCcBaC}A{B{A}B{AgCcB??_BjFi@dBaBjF??bCzA`@V
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 7:11,10/9/13 7:15,1,-73.977058,40.779846,-73.988815,40.773785,5.5,CSH,0,0.5,0,0,6,10/9/13 7:18,12,}x{wFjsobM|AdA|BzA|BzAhCdB??oFtPc@tAmEdN??fCbBt@d@jAt@hCdBv@d@vE~CpA|@v@f@hAt@t@j@dAp@dAl@x@f@r@d@JF,gszwFj}qbM|@j@h@`@pA~@dAp@v@d@fAv@p@b@??`Aj@|@h@jAv@z@h@b@Z
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 7:18,10/9/13 7:31,1,-73.991508,40.770126,-73.975075,40.754063,10,CSH,0,0.5,0,0,10.5,10/9/13 7:40,13,i|ywF`nrbMc@[??`AyCDOdDkKnFwP~BqHnBgGpAeEzCmJzA{En@oBJ[vAqExAsEvDqLdCaI|BoH??fCbB|BxA|BzA|BxAzBvA|BzAzB|AzBzAzBxApAx@j@\lBpAPL??Ng@f@{A@IXy@,iyvwFbfobM|@oCbBsF`@mA|DaM??zBxA|BzA~B~Az@j@fAt@bCbB|BvAtB|A|BtA@@zBtAFDPJ@@HDHFHDPJn@b@zB|AdAr@`@VZVVPjBlAzBzAzBxAd@ZtA|@zBvAzBzAzBvAz@j@~@n@xBxA|@j@|@l@j@^vA~@dC|A|BxArBvAtBpArBtAtBvAtBtA|BxAnBrAXRbBfAd@ZdAr@x@h@~BzAn@b@hAr@rBtAz@h@x@j@xA`A
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 7:40,10/9/13 7:49,1,-73.988029,40.728142,-73.969582,40.761353,10.5,CRD,0,0.5,1.25,0,12.25,10/9/13 7:52,14,yuqwF`xqbM`@V??mCnIo@pB??wB{A??_Ak@y@m@sBoAyBuA_CcB}ByAkCaBiCcB_C}AuBsAqBwAuBsAuBsAuBwA{BwAeCcBw@k@kAw@wByAmAw@o@_@yByA{ByA}ByA{B{A{ByAyByAyByAgC_BaCaB{ByA}B{A}AeAYS{ByA_CyAyB{AeC_BeC_B_C}A{ByA{B{A{ByA}ByA}B{A{B{A}B{A}ByA}B{AKGqBqA{ByA}ByAeCaB??gC|Ho@rB,idxwFtenbMoAxD??gC}A{B{A_CaBwBwAcBgA
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 7:52,10/9/13 8:11,1,-73.968414,40.76461,-73.993309,40.724552,15.5,CRD,0,0.5,3.2,0,19.2,10/9/13 8:26,15,yyxwFr}mbM[Q??`CoHbC}H~DcM??xB|A~BzAPJ\R^Tj@`@`C`Bv@f@hAt@fCbB|BxAzBvAzB|A|BzAzBxA|BzA|BxAzBzA~BxA|BvAzBxA|BzA~B~Az@j@fAt@bCbB|BvAtB|A|BtA@@zBtAFDPJ@@HDHFHDPJn@b@zB|AdAr@`@VZVVPjBlAzBzAzBxAd@ZtA|@zBvAzBzAzBvAz@j@~@n@xBxA|@j@|@l@j@^vA~@dC|A|BxArBvAtBpArBtAtBvAtBtA|BxAnBrAXRbBfAd@ZdAr@x@h@~BzAn@b@hAr@rBtAz@h@x@j@zBxAr@d@~@l@zBvAjAv@j@`@xBvAnAx@r@b@fAr@t@f@RLTN???D@B@@BDBBHDHHDFDH@H@D@JMl@IXm@|CIXw@~C??SI,s_qwFxyrbMgDiA??N_ATuAF[??oAYsCw@wBi@UG??mAYMGIEKGSMa@YuAaAa@Qg@Qm@_@wB{A??_Ak@y@m@sBoAyBuA_CcB}ByAkCaBiCcB_C}AuBsAqBwAuBsAuBsAuBwA{BwAeCcBw@k@kAw@wByAmAw@o@_@yByA{ByA}ByA{B{A{ByAyByAyByA??iC~HeC|H??MOCCEECCiAu@YWSOqBoAyB{A{ByAgAs@
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 8:26,10/9/13 8:41,1,-73.979424,40.749222,-73.957603,40.779408,12.5,CRD,0,0.5,2.6,0,15.6,10/9/13 8:44,16,czuwFncpbMs@e@{ByAoAy@??q@SOImAy@mD}BMKAAAA?AAA?A?C?A@CJ]BIBG@IBG@C@E?C?C?A?CACAAACAAAAeG}DCCCCEAEACCEACAEAMIAACAC?A?_@@M@C?A@C@CB?@CDCHA@C@A@A?C?eAo@ME??OEoBqAm@_@qAw@{B{AyB}A{B}A}B}AyBwA_CyA_C{AyB{AgCcBgC}A{B{A_CaBwBwA_CyA{B{A}ByA}BwA}B{A}ByAyB}A}B{A}ByA{ByAgCeBgC_B_C{A}B_BaC{A}B{A}B{AeCiBgCcBaC{A}B}A{B{A{BwA{ByA,iv{wFbzkbMIEgCcBgC_B}B{A}BwA}B{A_C{A??M`@l@`@
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 8:44,10/9/13 9:05,1,-73.955093,40.783169,-73.97464,40.755978,13.5,CRD,0,0.5,2.8,0,16.8,10/9/13 9:13,17,}m|wFpjkbMpAz@|BzAzBxA|BzAdCbBhC~AbCbBzBxA|BzA|B|A~BzAdC`BhCdB|BzA|BzA~BzA~BzA|B|AfCbBhCbBzBxA|B|A|BvA|BxAzBzAxB|A~BzA|BvA|BxA|B|AvBtA`CzAzBzAbCbBfCbB|BxA|BzA|BxAzBvA|BzAzB|AzBzAzBxA??L_@UO,cdwwFbeobMeBkAyB}A??~BoH??|BzAtA|@d@ZzB~A`CrAzBzAzBvA|B|At@h@nAz@bC~A|BxAzBvAzBxAzBxAxBzAz@j@~@n@dC~A??aCnH??SOkAu@
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 9:13,10/9/13 9:34,1,-73.980896,40.74752,-74.014244,40.713978,16,CSH,0,0.5,0,0,16.5,10/9/13 9:40,18,_ouwFrkpbMe@Y??Mb@bC`BrBtAPF|BvAzBvAzBxAzBxAXRFBJHjAt@|BzAxBzA|BvAxBxAdC`BdC~Az@j@|@n@tBrAr@d@~@n@tBtAz@h@z@h@??|@n@r@f@|BzANJPLNVFJDHFJP`@Tj@??dDb@hCZNBtC^NBh@HF@nATlBzAtB`BbBnAfBxArB~AtBdBtBbBzBdB`CpBt@l@dAv@FFpAdAXRzE|DlFjE`GvEfA|@pB~AlA`At@l@p@j@jBxAj@d@fBvArBdBtB`BnBzAv@p@`Ax@jBxAdBtAjB~AdBnAnBtAdB~A??iC~HsBhGuAbEGPELCPGXANO`B]dEC\G~@??PD`C`@f@J^Hf@N\J??K\M\,a}nwFf|vbML]J]Ro@??WOc@O]KQE]K[I_@GqAUUCSEaBUwB[??zCgJt@sB
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 9:40,10/9/13 9:48,1,-74.010605,40.715279,-73.999557,40.720856,7,CSH,0,0.5,0,0,7.5,10/9/13 9:52,19,}eowF|dvbMnAkDhBaFBGBIBQ??qByAeBmAoByAkBsAiBuAyByAyB}AYQkA_AMKyBaBoByA_BoA??^k@??uFqE??b@mAb@kAj@uAd@gApA}C??uAiA,ghpwF~_tbMkB{A}FwEoFiE??c@pAg@pA??lFjE??hA{C
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 9:52,10/9/13 10:08,2,-73.998024,40.722672,-74.005966,40.706421,11.5,CRD,0,0.5,2.4,0,14.4,10/9/13 10:16,20,uspwFtvsbMBIjAgD??T^dBvARLPNpAdAjEfDjD|C`BzAt@n@|ArA|BpBrBfBpB`B~@t@p@b@??f@mA`@kAHYJYp@kBdAgCJUFSFO\}@x@wB\iAn@qBV_@Zg@@A@A??D?D@BBZ\t@t@FDVXFD|CbDxCvC??j@h@PJ^TbAr@XRJFHD?@@?@@HDFDJH@?@@@@BBB@?@B@@@@?@@DB?@B@JFHJFJDD^f@vAlBxCxDPRnBtB??oAj@??vAdFd@xAl@jB??|AuB,qnmwFtgubMXa@??l@~@bBrCPXhAdBjBvCzAhCPRnAvBbAlBJZF`@h@`DNx@@H@HBH@H@FBH@HBH@B@D@B@H@B@D@B??bAtC??FX?DDzB?DANAHCHk@t@C@QRMJKFIDMFMDUDE@G?K@E?IAk@G{BUWEKAC?
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 10:16,10/9/13 10:30,1,-74.01442,40.704411,-73.970398,40.751732,18.5,CRD,0,0.5,4.75,0,23.75,10/9/13 10:35,21,qamwFb|vbMB?J@VDzBTj@FH@D?JAF?DATELELGHEJGLKPSBAj@u@BI@I@O?EE{B?EGY??cAuCACAEACAIACAEACCIAICIAGAICIAIAI??~A[`B[f@K??j@|D??HRDDBBD@D?BADC@C?ABC?E?IQkAc@sCU}AEYUq@??Ko@Ok@IWCK}AiDk@kAm@iACGEGIQIM{@aBu@uAe@{@i@cAA??AAA?AKSMQmAyBoA{BGKACCGwBwDaAeB?AAAQ][o@[q@[o@OW?AKSu@{AYo@Ug@AEu@kBc@oACIGOWo@EICIYi@GMCEAES_@a@_AAAAC?CIQYwAKc@Ki@GYE[G_@Gk@EYIeAKiAEc@AWu@qJI{Aq@mIAG?E?AAACW?AAM?AAK?GAIA_@?GAA?E?EAEAOk@yGEm@Ek@_AoPOuCCWSoDA[AC?IAUAUScKCeBEoAM}DEm@Em@E_@CQEWEWMi@Mc@Oa@M]Qa@Q]Wa@GG?ACEKMk@q@a@]g@]w@a@eCeAwB}@_CaAECQI_@OA?CCGCC?CCA?AAEAAACACAAAA?A?EC{D_BkAg@{@W_A]i@Mm@QoAW_@Ie@Gw@Ku@G_EUyE[qAKc@Ck@Cc@Ea@Ec@I]K]I[K_@O[OYQgFqC]SCAuBiAcB}@sAo@o@Wq@Wu@Q_AOmDYyBOm@?w@D[Da@J_@J_@P]P]TWRSPONg@l@g@r@i@r@a@b@m@f@WPSNMHGBMFqA\cBZa@FMBE@A?MBKBA?I@WDoF|@qDj@q@LSDA?G@MBG@WBU@S?M?I?UAUAYEQCSEWISGQGUKIGWMOKQMq@e@cAo@sBuAQKOIQKQIQISIQGQGQGQEQESEu@Qe@MSGQESCQEQESCSCQCWEeAMg@GgBUm@IYEQCWESG[IQEa@OUIMG[O{AaAGCoAu@??U[AAKIMIGE{AcAiByAkB{AMKAAAACCIGqAgAa@[}AqA_BoAOKICCAEAE?A?C?C?C@A?EBEBEBA@CDCDEDCFCHA@?@_@jAgAlD??eAm@}@e@YAgBkA}AcAa@Y??kDzK,qhvwFnjnbMYx@??|BzA~B~Az@j@fAt@bCbB|BvAtB|A|BtA@@zBtAFDPJ@@HDHFHDPJn@b@zB|AdAr@`@VZVVPjBlAZR
6CF439D8FDD1C1BCBCD64BC6A4743AF0,10/9/13 10:35,10/9/13 10:52,1,-73.976532,40.743999,-73.983765,40.745678,11,CSH,0,0.5,0,0,11.5,10/9/13 11:01,22,yxtwF|oobM~AfAzBxA??}DzLgCbI_CtHKVuAhE,ecuwFv}pbMm@jBeC`I??zBvAzBzAxBzAfBhAPL|BzA??~BoHFQ`CuHHW??yByAIG
